ensgene,gso32.BL6.N.N.4h.1,gso32.BL6.IFNb.N.4h.1,gso32.BL6.N.N.4h.2,gso32.BL6.IFNb.N.4h.2,gso32.BL6.N.N.24h.1,gso32.BL6.IFNb.N.24h.1,gso32.BL6.N.N.24h.2,gso32.BL6.IFNb.N.24h.2
ENSMUSG00000046062,2198,6163,2412,6264,1809,3013,1749,3336
ENSMUSG00000041757,4,3,4,5,0,1,0,2
ENSMUSG00000090553,647,386,660,357,505,302,513,329
ENSMUSG00000102976,224,135,221,177,268,156,235,176
ENSMUSG00000094410,83,48,97,46,79,60,86,70
ENSMUSG00000026463,497,49,532,41,125,4,105,7
ENSMUSG00000020423,615,1105,655,1171,2123,1001,1776,1030
ENSMUSG00000026458,415,154,441,154,831,448,780,496
ENSMUSG00000042305,1200,951,1288,929,1053,883,1057,980
ENSMUSG00000026456,1797,805,1646,786,1515,2089,1480,2156
ENSMUSG00000026457,5686,2179,5601,2229,11275,8121,10771,8039
ENSMUSG00000026455,178,35,196,34,141,149,163,181
ENSMUSG00000042229,775,419,667,358,665,670,561,709
ENSMUSG00000042207,375,113,367,110,804,319,691,310
ENSMUSG00000073557,264,100,301,89,193,150,198,142
ENSMUSG00000026429,387,25,381,37,280,51,301,45
ENSMUSG00000031506,7305,1015,7087,961,3033,2319,3007,2059
ENSMUSG00000026426,3018,2542,2944,2604,3067,4528,3166,4423
ENSMUSG00000041926,6264,7357,6052,6942,7238,6347,7139,6132
ENSMUSG00000062580,892,476,859,478,375,627,339,585
ENSMUSG00000041889,22,26,35,28,5,19,7,9
ENSMUSG00000041879,2163,600,2466,627,1428,975,1648,908
ENSMUSG00000009418,3640,1115,3808,1197,5088,2551,4655,2550
ENSMUSG00000026421,4432,21679,4131,20877,4535,4330,4635,3967
ENSMUSG00000041801,1049,242,958,228,1536,1758,1479,1618
ENSMUSG00000041782,0,1,0,0,0,0,0,1
ENSMUSG00000026411,473,421,412,348,630,261,569,247
ENSMUSG00000041642,1685,459,1994,536,929,733,868,777
ENSMUSG00000041570,1192,299,1360,340,1359,733,1181,761
ENSMUSG00000097403,27,11,11,6,25,39,21,47
ENSMUSG00000026404,123,91,115,77,156,166,156,160
ENSMUSG00000041498,541,65,601,69,575,37,649,35
ENSMUSG00000041483,802,3091,974,3342,512,1777,563,2051
ENSMUSG00000097113,2,55,11,57,2,53,3,59
ENSMUSG00000098045,0,8,0,8,0,12,0,11
ENSMUSG00000098206,15,16,17,7,4,5,4,5
ENSMUSG00000026395,8151,9822,8898,10718,13714,23525,12917,25747
ENSMUSG00000026393,3438,3637,3880,3877,3944,3431,3722,3721
ENSMUSG00000079283,107,169,94,170,104,108,112,149
ENSMUSG00000056268,770,2669,897,3010,1099,2776,1113,3126
ENSMUSG00000033964,396,128,466,145,306,257,293,317
ENSMUSG00000033952,1298,44,1546,68,2659,58,2568,68
ENSMUSG00000033898,3,2,7,2,33,0,28,6
ENSMUSG00000026365,1090,270,1194,296,4965,341,4684,336
ENSMUSG00000026361,1032,434,1154,501,802,736,856,714
ENSMUSG00000018196,561,448,568,420,480,473,507,510
ENSMUSG00000018199,775,325,880,303,799,450,786,505
ENSMUSG00000018189,1279,552,1304,535,658,589,686,675
ENSMUSG00000026360,4709,11224,4231,10927,4601,8990,4045,9319
ENSMUSG00000026358,2147,5662,1773,5751,231,4309,243,4930
ENSMUSG00000026357,1204,421,1211,406,1425,1466,1450,1561
ENSMUSG00000056220,1237,693,1295,659,297,697,355,820
ENSMUSG00000032487,81,247,48,210,13,30,4,38
ENSMUSG00000097754,12,21,18,19,1,5,1,3
ENSMUSG00000006010,1307,832,1237,793,1344,1394,1218,1571
ENSMUSG00000006005,5404,3279,5773,3481,6249,4279,6691,4404
ENSMUSG00000006014,12,6,11,6,19,4,22,11
ENSMUSG00000023150,2896,240,3149,289,5089,786,4506,873
ENSMUSG00000052748,302,238,344,254,371,331,370,348
ENSMUSG00000053286,958,893,886,903,1030,886,990,895
ENSMUSG00000026484,758,477,828,482,1420,872,1324,960
ENSMUSG00000026483,4986,2303,5121,3002,4922,4047,4842,4427
ENSMUSG00000100594,46,20,42,18,81,37,70,53
ENSMUSG00000043019,1589,1261,1945,1351,1182,1211,1174,1378
ENSMUSG00000032666,750,191,891,183,891,399,802,377
ENSMUSG00000014980,281,57,233,70,144,144,149,129
ENSMUSG00000026482,297,5152,266,4902,979,3020,1361,2984
ENSMUSG00000008475,16986,20737,16723,20300,13399,13404,14144,13764
ENSMUSG00000026480,3519,2023,3336,1950,4921,3107,4635,3018
ENSMUSG00000042772,1547,3278,1714,3422,1251,2182,1211,2370
ENSMUSG00000026478,1683,1421,1751,1572,1849,837,1840,786
ENSMUSG00000073538,9,1,11,6,24,14,31,9
ENSMUSG00000042699,3376,2338,3663,2379,2607,1873,2803,2007
ENSMUSG00000042684,162,85,171,67,379,21,380,5
ENSMUSG00000026475,76,90,48,55,6,4,15,2
ENSMUSG00000066800,2278,3711,2187,3744,8425,4026,8519,3670
ENSMUSG00000042641,72,78,40,90,82,64,95,75
ENSMUSG00000026473,7274,992,7277,932,13637,1959,11811,1775
ENSMUSG00000101903,11,0,14,0,75,6,49,5
ENSMUSG00000101880,2,3,0,3,2,34,2,33
ENSMUSG00000096950,18,13,22,18,24,52,9,50
ENSMUSG00000056708,3042,5015,2904,5052,3152,6834,2799,7514
ENSMUSG00000026471,424,172,501,177,917,302,800,297
ENSMUSG00000026470,1562,766,1467,634,1201,742,1112,775
ENSMUSG00000026469,3084,1424,3168,1342,3585,3887,3436,4043
ENSMUSG00000033701,796,486,727,490,863,425,843,436
ENSMUSG00000033684,910,347,893,457,1075,400,998,434
ENSMUSG00000033671,1841,2451,2111,2870,2315,2464,2162,2602
ENSMUSG00000026466,3626,14977,3592,15533,4338,9832,4300,10297
ENSMUSG00000050565,4399,23787,4579,24661,3921,8229,4045,8928
ENSMUSG00000078193,8155,5541,7474,5177,8212,4483,7913,4605
ENSMUSG00000026600,3624,3588,3873,3231,6210,5358,6092,5485
ENSMUSG00000026596,840,974,873,1040,602,1046,647,1235
ENSMUSG00000060519,1526,26044,1286,26352,2168,14841,1989,15791
ENSMUSG00000033557,2058,2364,2235,2348,1435,1504,1453,1637
ENSMUSG00000026594,232,90,283,96,689,73,692,64
ENSMUSG00000070565,111,95,161,93,77,54,81,59
ENSMUSG00000033488,223,140,213,150,482,381,422,383
ENSMUSG00000073530,1,6,3,7,0,4,5,6
ENSMUSG00000040782,516,249,512,276,493,437,476,486
ENSMUSG00000090394,150,167,186,166,160,59,165,63
ENSMUSG00000026725,3,4,8,1,7,0,6,0
ENSMUSG00000058267,764,461,672,402,520,582,567,580
ENSMUSG00000014226,1948,2505,1911,2320,1347,1245,1306,1381
ENSMUSG00000026721,449,499,516,512,1504,614,1403,658
ENSMUSG00000040423,1190,1011,1516,1107,1483,1103,1416,1329
ENSMUSG00000026715,21,23,7,4,8,3,6,2
ENSMUSG00000043467,169,104,164,126,211,108,234,139
ENSMUSG00000053332,1053,410,995,376,738,908,704,1057
ENSMUSG00000064440,13,8,11,2,12,11,9,9
ENSMUSG00000064816,30,6,44,9,10,10,10,12
ENSMUSG00000084667,12,4,17,8,6,14,8,18
ENSMUSG00000077220,72,15,84,14,11,22,16,35
ENSMUSG00000065735,16,2,18,1,3,1,1,6
ENSMUSG00000026709,317,134,356,135,381,145,422,207
ENSMUSG00000026708,407,188,482,168,507,142,511,165
ENSMUSG00000026705,947,583,1051,586,941,895,958,978
ENSMUSG00000026701,2032,2960,2075,2685,1918,1500,1953,1673
ENSMUSG00000026700,16,118,12,82,34,114,33,119
ENSMUSG00000066755,0,100,0,64,2,28,5,33
ENSMUSG00000040297,688,446,747,462,664,530,621,544
ENSMUSG00000026698,530,353,590,370,789,603,728,614
ENSMUSG00000040265,4,3,5,2,28,21,20,20
ENSMUSG00000026694,263,22,269,20,468,147,448,154
ENSMUSG00000026696,1326,520,1406,416,1453,1341,1303,1376
ENSMUSG00000040225,5238,4661,6133,5337,4383,3727,4452,4178
ENSMUSG00000040124,257,158,294,182,161,163,183,188
ENSMUSG00000026585,868,434,964,410,1161,449,1164,426
ENSMUSG00000026584,980,569,972,584,937,930,838,1019
ENSMUSG00000041406,338,86,335,81,205,57,241,59
ENSMUSG00000041396,105,9,106,15,95,43,70,50
ENSMUSG00000026581,16,126,4,123,18,57,23,33
ENSMUSG00000026580,1,21,1,24,8,3,12,1
ENSMUSG00000026579,9,8,2,2,38,2,30,5
ENSMUSG00000040918,786,96,805,107,674,707,657,827
ENSMUSG00000026578,212,107,214,100,217,203,226,207
ENSMUSG00000026577,495,363,587,374,340,460,388,431
ENSMUSG00000026575,330,398,383,366,484,255,484,261
ENSMUSG00000040848,2171,639,2406,731,8451,2307,7823,2143
ENSMUSG00000040843,941,346,928,343,779,628,756,689
ENSMUSG00000026571,532,1422,611,1355,1004,1145,913,1202
ENSMUSG00000026568,740,550,737,526,652,551,613,640
ENSMUSG00000026566,289,77,323,64,243,115,241,131
ENSMUSG00000040723,1520,68,1655,56,3253,566,2896,498
ENSMUSG00000040713,13243,6185,12968,5683,16676,7813,14534,7618
ENSMUSG00000005763,0,3,2,0,1,0,2,0
ENSMUSG00000026565,418,200,469,220,468,336,429,386
ENSMUSG00000103400,52,9,28,9,43,8,37,11
ENSMUSG00000026563,322,93,340,64,297,247,325,231
ENSMUSG00000040596,871,167,954,161,341,699,475,722
ENSMUSG00000060568,169,49,134,27,62,27,35,37
ENSMUSG00000026558,757,38,799,50,394,21,428,23
ENSMUSG00000052428,2147,1053,2086,1043,2086,1354,1937,1345
ENSMUSG00000088246,2,1,2,3,3,4,2,2
ENSMUSG00000026687,3409,851,3571,951,3939,1219,4115,1154
ENSMUSG00000026688,1473,962,1377,930,1170,317,1235,354
ENSMUSG00000052534,73,167,69,186,251,84,183,92
ENSMUSG00000026683,1529,289,1605,278,1414,125,1466,142
ENSMUSG00000026675,1168,164,1334,174,96,91,87,89
ENSMUSG00000026670,944,571,1029,557,733,520,686,531
ENSMUSG00000026667,4373,1887,5000,2269,3888,2511,3822,2686
ENSMUSG00000102418,293,272,338,220,348,1067,322,1147
ENSMUSG00000102752,166,57,163,64,141,81,165,51
ENSMUSG00000038473,41,16,59,23,58,21,39,20
ENSMUSG00000038463,85,24,83,17,33,4,30,3
ENSMUSG00000026663,3789,4290,4107,4731,3179,5132,3114,5575
ENSMUSG00000026659,171,46,178,45,112,170,155,157
ENSMUSG00000070524,0,17,2,10,5,7,2,1
ENSMUSG00000038421,0,0,2,2,38,15,35,14
ENSMUSG00000026656,651,2189,656,2198,7667,5023,6950,4130
ENSMUSG00000059089,797,21608,655,20661,1872,21741,1544,22804
ENSMUSG00000059498,14810,24313,14552,24277,35035,16369,32814,15044
ENSMUSG00000026649,96,365,115,311,387,254,323,206
ENSMUSG00000058076,4157,3373,4126,3350,3282,3243,3368,3283
ENSMUSG00000038370,3053,1593,3022,1493,1496,2066,1559,1844
ENSMUSG00000005674,244,112,246,125,161,275,165,241
ENSMUSG00000005681,13,20,12,10,8,15,12,17
ENSMUSG00000058715,31014,42109,30414,41408,30033,52506,30498,51267
ENSMUSG00000013593,3082,2114,3141,2052,3489,2445,3352,2435
ENSMUSG00000006403,9,6,4,0,5,0,3,1
ENSMUSG00000052423,285,323,276,381,355,307,336,282
ENSMUSG00000062729,394,197,421,177,630,484,575,504
ENSMUSG00000053483,677,500,610,485,938,622,859,595
ENSMUSG00000062963,1360,1173,1312,1083,1639,1098,1522,1135
ENSMUSG00000103983,33,11,29,9,32,30,30,34
ENSMUSG00000013973,160,221,166,219,194,211,171,214
ENSMUSG00000013997,627,320,548,282,732,653,729,644
ENSMUSG00000006412,597,253,630,277,380,440,434,478
ENSMUSG00000006411,370,2574,379,2615,876,1973,794,2059
ENSMUSG00000048865,5411,6244,5873,6500,7186,8761,6750,8720
ENSMUSG00000026641,874,1601,879,1461,1766,1619,1646,1677
ENSMUSG00000103711,9,13,10,12,22,9,30,12
ENSMUSG00000038235,231,261,247,233,86,339,93,366
ENSMUSG00000060244,126,105,129,98,78,155,68,168
ENSMUSG00000004709,224,232,280,235,23,586,24,642
ENSMUSG00000004707,3030,3170,3045,2926,5856,10051,5216,10057
ENSMUSG00000038179,545,15535,499,16221,1539,17795,1341,18995
ENSMUSG00000015355,2976,2597,3019,2626,5068,5620,4721,5645
ENSMUSG00000015316,2,11,3,6,10,7,7,8
ENSMUSG00000038147,9355,7160,9420,6350,10515,20027,10396,20157
ENSMUSG00000073492,222,144,245,141,254,257,295,246
ENSMUSG00000015314,18,47,17,41,10,35,15,37
ENSMUSG00000026556,49,21,35,29,20,4,30,6
ENSMUSG00000003458,4704,5945,4682,5862,5157,6111,4832,5746
ENSMUSG00000026553,9313,6766,9831,7028,9393,6661,9524,6624
ENSMUSG00000003464,1921,958,1884,998,1770,1202,1606,1162
ENSMUSG00000026554,1977,884,1999,792,3482,2007,3095,2126
ENSMUSG00000013698,11811,6117,12376,6409,8369,10653,7968,10579
ENSMUSG00000038034,2253,2720,2142,2894,852,715,862,685
ENSMUSG00000044708,22,2,20,1,91,6,70,0
ENSMUSG00000050229,948,542,1044,593,817,703,847,747
ENSMUSG00000026548,1942,12057,2103,11592,400,25256,403,25469
ENSMUSG00000037995,176,1400,145,1568,33,2025,26,2527
ENSMUSG00000026547,21053,23712,19734,23800,10514,7560,10540,6997
ENSMUSG00000026546,53,29,34,22,64,34,77,35
ENSMUSG00000085184,31,29,32,34,34,27,30,32
ENSMUSG00000049598,18,12,11,3,5,8,1,9
ENSMUSG00000053318,76,4309,43,3683,106,630,83,487
ENSMUSG00000026544,310,330,244,311,377,302,349,244
ENSMUSG00000037942,37,47,0,0,0,1,0,0
ENSMUSG00000037860,972,3496,1051,3528,1317,2752,1310,3012
ENSMUSG00000037849,196,14644,153,14768,599,12320,558,13369
ENSMUSG00000070501,6,869,4,973,13,542,12,658
ENSMUSG00000073491,107,9923,78,9995,496,9188,453,10332
ENSMUSG00000043263,657,31558,528,32286,2780,18472,2264,20551
ENSMUSG00000066677,63,12685,47,12912,265,9038,237,10337
ENSMUSG00000073490,5131,30548,4790,31215,11630,34379,11629,35958
ENSMUSG00000073489,2605,42119,2562,43843,4487,35592,4223,37347
ENSMUSG00000090272,1807,32833,1828,33056,5517,25593,5711,26706
ENSMUSG00000026536,654,21924,556,22215,992,16715,947,17602
ENSMUSG00000039997,1575,25007,1480,26520,6467,20515,6260,23298
ENSMUSG00000054203,98,20034,100,21225,165,7729,152,8516
ENSMUSG00000045381,0,8,1,7,1,21,0,22
ENSMUSG00000026532,10,34,7,40,2,4,0,9
ENSMUSG00000026526,1529,418,1484,433,2858,581,2666,603
ENSMUSG00000039783,26,326,9,357,635,133,494,128
ENSMUSG00000026525,146,53,165,45,240,56,193,50
ENSMUSG00000078185,528,44,568,59,542,120,535,129
ENSMUSG00000039748,504,95,550,98,134,61,150,71
ENSMUSG00000078184,315,225,404,277,281,296,259,333
ENSMUSG00000057335,2115,3875,2323,4050,2034,3656,1900,4277
ENSMUSG00000026504,623,745,607,830,919,1086,803,1149
ENSMUSG00000019699,1679,3922,1831,4363,1048,1095,1047,1394
ENSMUSG00000063659,590,818,643,803,433,508,388,523
ENSMUSG00000015961,3048,660,3018,677,2674,1145,2575,1180
ENSMUSG00000026502,1252,727,1280,708,1056,905,1117,891
ENSMUSG00000026500,842,741,831,731,754,733,808,736
ENSMUSG00000100725,94,17,101,42,92,86,102,85
ENSMUSG00000039630,1809,810,1949,771,1397,1307,1485,1493
ENSMUSG00000026495,50,42,51,62,62,57,58,56
ENSMUSG00000055067,202,34,186,40,294,88,232,88
ENSMUSG00000026492,379,61,369,71,301,151,308,172
ENSMUSG00000038949,416,134,410,152,390,374,420,389
ENSMUSG00000038936,394,90,456,80,325,67,310,70
ENSMUSG00000026491,1333,358,1503,378,911,800,925,873
ENSMUSG00000026490,469,209,423,162,207,77,211,59
ENSMUSG00000026489,98,51,93,40,745,120,683,162
ENSMUSG00000010609,2004,3707,1898,3232,1359,2649,1314,2720
ENSMUSG00000038855,3559,10938,3399,11896,2467,4292,2249,4328
ENSMUSG00000026496,4128,1107,4335,1149,2914,1962,3157,1882
ENSMUSG00000058729,704,375,680,380,452,272,436,287
ENSMUSG00000026499,1544,1228,1576,1360,1309,1306,1224,1399
ENSMUSG00000060743,805,515,868,557,1071,603,991,573
ENSMUSG00000097347,51,12,49,17,107,45,93,59
ENSMUSG00000038806,710,396,699,413,576,545,573,592
ENSMUSG00000026520,763,190,772,225,494,300,449,294
ENSMUSG00000038793,5,1,13,4,4,7,6,7
ENSMUSG00000026519,1079,699,1002,763,1119,748,1118,783
ENSMUSG00000038776,1156,473,1050,475,7119,1001,5892,870
ENSMUSG00000026516,1166,493,1293,517,797,859,862,913
ENSMUSG00000062169,1844,1521,1871,1597,955,1367,953,1364
ENSMUSG00000038733,7338,4408,8099,4533,8435,5709,8672,6017
ENSMUSG00000004880,1187,234,1354,247,1402,536,1422,518
ENSMUSG00000022995,6,128,6,133,18,14,14,9
ENSMUSG00000026511,1157,827,1185,801,1044,838,940,869
ENSMUSG00000038633,5636,3080,5633,2995,4056,4447,4170,4682
ENSMUSG00000047539,1108,877,1058,869,1014,1515,971,1601
ENSMUSG00000026510,361,252,356,239,494,476,471,593
ENSMUSG00000026509,11789,9073,11764,9350,6912,7301,6619,7186
ENSMUSG00000079164,179,193,138,157,258,72,268,62
ENSMUSG00000030768,712,347,670,375,498,579,479,582
ENSMUSG00000046836,2915,2601,2944,2724,2304,2091,2337,2355
ENSMUSG00000042901,2086,7887,2150,8295,1434,2916,1641,3066
ENSMUSG00000056050,1825,736,1842,797,1647,1729,1705,1846
ENSMUSG00000072258,171,79,172,76,101,130,111,131
ENSMUSG00000039384,78,258,111,246,65,93,63,102
ENSMUSG00000039377,1093,602,981,586,2200,1400,2213,1221
ENSMUSG00000073481,1491,2309,1389,2131,1596,1502,1551,1440
ENSMUSG00000039318,2460,899,2517,877,2206,2132,2391,2099
ENSMUSG00000026618,1418,422,1588,407,1296,1077,1288,1037
ENSMUSG00000026617,620,213,619,225,347,408,373,371
ENSMUSG00000026615,2992,914,3141,975,1509,2154,1630,2279
ENSMUSG00000039246,83,12,67,11,87,47,80,45
ENSMUSG00000001305,322,43,303,44,89,95,86,109
ENSMUSG00000039210,534,379,514,325,470,505,476,455
ENSMUSG00000026608,371,192,448,213,268,226,299,268
ENSMUSG00000026605,1811,127,1957,157,2663,82,2548,96
ENSMUSG00000026603,882,360,789,351,357,292,409,305
ENSMUSG00000089872,512,275,529,297,961,347,950,342
ENSMUSG00000026634,945,385,886,387,1167,920,1153,943
ENSMUSG00000037568,71,23,76,14,26,41,35,31
ENSMUSG00000066595,1027,558,1025,494,1053,1689,1034,1827
ENSMUSG00000026632,100,65,101,56,212,180,179,157
ENSMUSG00000062510,608,164,613,147,464,128,512,128
ENSMUSG00000026630,26,28,9,25,37,26,23,15
ENSMUSG00000026628,2515,12701,2205,12269,2684,9498,2441,10343
ENSMUSG00000073478,26,44,25,20,41,61,36,46
ENSMUSG00000103174,32,17,41,28,27,34,20,34
ENSMUSG00000037499,628,425,437,398,545,537,543,493
ENSMUSG00000026627,2366,540,2285,548,1298,1819,1420,1854
ENSMUSG00000026626,2555,2478,2605,2335,2856,1646,2614,1680
ENSMUSG00000037474,1008,201,1071,203,309,121,351,129
ENSMUSG00000037461,819,251,823,225,610,448,716,456
ENSMUSG00000026623,1432,461,1704,512,1271,847,1275,853
ENSMUSG00000026622,937,118,976,97,876,64,941,82
ENSMUSG00000037434,401,2407,426,2238,536,964,517,1011
ENSMUSG00000049353,37,18,25,38,144,69,135,80
ENSMUSG00000026637,291,395,266,371,300,284,244,285
ENSMUSG00000037395,372,100,349,124,374,320,383,333
ENSMUSG00000037375,78,72,61,81,29,65,33,53
ENSMUSG00000016181,522,59,497,83,236,223,233,250
ENSMUSG00000079144,159,24,163,25,121,108,100,94
ENSMUSG00000037318,391,74,446,70,991,907,930,907
ENSMUSG00000026639,21,7,18,7,29,1,30,10
ENSMUSG00000026640,431,248,443,269,367,818,392,804
ENSMUSG00000016494,164,34,158,43,51,17,56,20
ENSMUSG00000096929,45,32,46,20,81,72,88,94
ENSMUSG00000016481,1607,1441,1782,1380,1970,2063,1696,2139
ENSMUSG00000050530,152,44,181,35,115,24,122,17
ENSMUSG00000026643,974,392,1167,423,708,471,659,483
ENSMUSG00000049950,158,36,153,36,66,118,61,128
ENSMUSG00000026650,5,4,6,9,10,27,20,20
ENSMUSG00000026648,664,1903,705,1934,3618,2048,3514,2257
ENSMUSG00000026646,197,99,190,123,216,67,208,93
ENSMUSG00000051396,1636,1005,1745,1117,1128,980,1126,989
ENSMUSG00000039496,50,19,25,22,63,47,51,58
ENSMUSG00000026655,922,142,1005,138,2065,275,2108,284
ENSMUSG00000026657,1443,4928,1578,5596,1320,3547,1239,3941
ENSMUSG00000039449,1056,597,1151,518,1299,898,1258,918
ENSMUSG00000048186,5,25,7,26,0,1,1,2
ENSMUSG00000026662,1238,590,1292,598,946,437,932,391
ENSMUSG00000026664,1138,3727,1147,3442,1483,2761,1481,2808
ENSMUSG00000026669,1344,1857,1396,1988,655,399,731,388
ENSMUSG00000026672,392,800,397,860,398,238,379,261
ENSMUSG00000039145,1751,318,2065,364,3270,2061,3204,2110
ENSMUSG00000039128,1624,645,1662,719,1431,1131,1395,1088
ENSMUSG00000025817,776,223,830,213,464,318,527,320
ENSMUSG00000025816,111,46,129,39,117,97,102,89
ENSMUSG00000025815,14,3,22,5,31,5,28,4
ENSMUSG00000043241,1162,907,1374,973,1171,1016,1179,1193
ENSMUSG00000039063,23,5,24,6,56,14,49,15
ENSMUSG00000039046,634,293,637,288,177,535,154,665
ENSMUSG00000086109,12,23,11,16,32,79,35,66
ENSMUSG00000002107,5443,7177,5749,7783,5532,4402,5425,4855
ENSMUSG00000065824,1,0,0,0,0,1,0,0
ENSMUSG00000025782,594,213,653,236,440,498,412,523
ENSMUSG00000025781,4655,3353,4400,3152,4981,3443,4542,3567
ENSMUSG00000037262,294,179,281,174,297,262,289,242
ENSMUSG00000061186,10,134,16,105,19,37,22,35
ENSMUSG00000026778,1,29,2,29,13,17,11,22
ENSMUSG00000026773,401,4240,492,4393,759,1706,633,1783
ENSMUSG00000037197,1442,924,1434,978,1473,1138,1365,1103
ENSMUSG00000026770,7,656,2,794,8,116,4,108
ENSMUSG00000023206,67,1439,52,1497,79,182,93,167
ENSMUSG00000058594,1190,1183,1226,1207,1728,981,1670,1027
ENSMUSG00000047909,391,300,391,292,485,293,422,296
ENSMUSG00000026768,85,10,93,11,65,26,91,25
ENSMUSG00000026767,1076,1303,1056,1384,649,905,559,990
ENSMUSG00000026730,384,56,386,48,184,143,167,170
ENSMUSG00000026727,4095,3422,4089,3400,4781,2284,4371,2263
ENSMUSG00000026726,11,11,17,13,19,19,12,25
ENSMUSG00000026723,174,97,154,102,125,81,124,95
ENSMUSG00000026728,66692,45860,64647,48749,44334,29797,43134,29135
ENSMUSG00000003418,1,1,4,1,32,1,17,0
ENSMUSG00000063275,122,84,125,78,18,25,39,25
ENSMUSG00000026718,907,489,947,528,820,896,867,829
ENSMUSG00000026712,30278,10858,32505,12246,82125,11102,91038,9937
ENSMUSG00000036949,99,70,103,85,196,33,238,32
ENSMUSG00000026707,177,127,205,114,187,177,180,246
ENSMUSG00000017418,430,301,496,347,481,299,478,402
ENSMUSG00000026748,459,482,410,353,1519,70,985,60
ENSMUSG00000026743,639,384,678,358,599,661,602,626
ENSMUSG00000026740,951,480,1000,414,800,1754,792,1732
ENSMUSG00000051154,2498,1434,2404,1304,2338,2290,2424,2355
ENSMUSG00000026739,1125,927,1191,933,634,1369,604,1597
ENSMUSG00000097638,3,31,0,21,0,5,0,1
ENSMUSG00000026737,4374,1475,4661,1637,8557,4809,8053,4790
ENSMUSG00000026736,9,36,17,27,40,20,35,26
ENSMUSG00000037683,35,21,40,17,92,78,82,91
ENSMUSG00000023094,369,144,351,133,489,817,442,779
ENSMUSG00000043415,507,2371,464,2406,252,753,242,854
ENSMUSG00000087246,18,8,25,2,3,12,8,11
ENSMUSG00000036617,62,72,54,63,334,148,338,124
ENSMUSG00000036591,1239,257,1403,264,870,635,979,620
ENSMUSG00000026679,8,3,3,7,27,6,22,6
ENSMUSG00000048550,142,51,138,44,133,102,158,106
ENSMUSG00000026786,8312,1634,8653,1658,4281,7626,4511,7257
ENSMUSG00000026784,239,259,283,257,72,85,59,81
ENSMUSG00000058835,5537,3749,5667,3618,6142,6103,6047,6423
ENSMUSG00000026781,2275,978,2148,982,2518,1667,2355,1746
ENSMUSG00000026779,883,942,1074,1092,917,155,977,156
ENSMUSG00000026775,2978,3246,3115,3280,2785,2414,2661,2660
ENSMUSG00000026771,1185,1115,1306,1135,1055,910,1083,1025
ENSMUSG00000026986,756,132,772,103,950,538,846,529
ENSMUSG00000044103,0,2,0,0,1,0,1,0
ENSMUSG00000026981,757,28652,634,25031,227,3346,214,3245
ENSMUSG00000026979,3570,3297,3808,3364,2968,3418,2789,3200
ENSMUSG00000004113,103,60,106,55,39,96,30,91
ENSMUSG00000036893,1193,359,1294,329,1018,691,1042,688
ENSMUSG00000026972,1303,809,1198,744,1626,1221,1630,1161
ENSMUSG00000026974,646,82,625,67,126,144,139,131
ENSMUSG00000026975,252,69,245,85,182,165,167,153
ENSMUSG00000036850,554,193,530,169,307,364,316,353
ENSMUSG00000036833,1483,751,1449,700,5440,3519,4898,3514
ENSMUSG00000006476,609,140,600,116,470,170,443,135
ENSMUSG00000059555,3354,1207,3447,1226,4165,4339,3802,4087
ENSMUSG00000013465,1302,677,1397,701,1551,1126,1490,1103
ENSMUSG00000036752,5729,1741,5871,1677,3796,1268,4056,1328
ENSMUSG00000006471,782,264,785,247,719,636,627,671
ENSMUSG00000078201,148,86,129,74,142,149,148,131
ENSMUSG00000048707,402,55,462,50,365,241,362,208
ENSMUSG00000026966,968,397,1019,401,764,651,793,664
ENSMUSG00000026965,3199,1941,3135,1825,3563,2013,3551,1914
ENSMUSG00000036646,2089,1500,2330,1546,2453,2234,2485,2106
ENSMUSG00000026958,2203,1505,2087,1306,1516,1773,1428,1667
ENSMUSG00000026956,4485,3305,3975,2964,4394,4099,4206,3986
ENSMUSG00000026955,285,4,257,4,111,6,108,4
ENSMUSG00000015094,161,129,144,75,132,43,110,60
ENSMUSG00000036587,410,72,363,53,253,168,195,145
ENSMUSG00000026944,1412,288,1439,313,1069,349,958,394
ENSMUSG00000047617,155,73,158,80,234,190,193,216
ENSMUSG00000015083,21,13,25,19,38,25,23,26
ENSMUSG00000015095,1088,904,1042,878,1107,1230,1114,1232
ENSMUSG00000026942,588,584,540,522,548,532,493,573
ENSMUSG00000015092,1559,1291,1377,1159,1170,1076,1165,1024
ENSMUSG00000026941,13,1,12,3,13,8,9,11
ENSMUSG00000036504,12,5,14,7,22,5,22,9
ENSMUSG00000015087,2019,738,2006,705,1803,1556,1638,1552
ENSMUSG00000026939,626,186,571,184,787,526,823,431
ENSMUSG00000026938,235,167,246,159,530,186,519,145
ENSMUSG00000049086,376,47,365,70,708,71,655,56
ENSMUSG00000026933,407,207,430,237,315,276,326,284
ENSMUSG00000036352,790,410,841,387,665,468,614,456
ENSMUSG00000026932,1471,939,1593,981,2225,1759,2114,1781
ENSMUSG00000087679,762,201,717,187,933,815,883,821
ENSMUSG00000036327,600,202,612,223,225,391,262,392
ENSMUSG00000026930,233,27,272,31,191,66,215,55
ENSMUSG00000075467,708,329,720,340,576,491,566,461
ENSMUSG00000026928,985,526,937,488,1251,994,1129,836
ENSMUSG00000036281,350,103,352,100,203,322,242,284
ENSMUSG00000026927,1532,1026,1504,998,971,1162,894,1173
