"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000025933",58.3828715271821,-0.373375828905367,0.328833303482892,12.1122341945414,0.00700841747597103,0.00821936805128163
"ENSMUSG00000025934",3.68109793785071,-0.338525064079317,1.40451312941128,1.47838180714999,0.687268710281776,0.698649732840221
"ENSMUSG00000026158",2118.86058944894,1.11675107790309,0.0822451495998077,1048.74731005516,4.78744915623426e-227,6.81286656630927e-226
"ENSMUSG00000026155",637.751994931887,0.312784855052033,0.113145686475978,13.9006590533692,0.00304353905585249,0.00365288859463683
"ENSMUSG00000026154",157.275085432025,-0.541057025254799,0.202129001437473,10.8219281623332,0.0127287973679581,0.0146442562644868
"ENSMUSG00000026153",179.452824331292,-0.622462890898044,0.196842699595743,19.8120075918403,0.000185670097099729,0.000239360369155848
"ENSMUSG00000026141",1.47191131842802,-0.358671542834122,1.99861492241942,0.61987761120167,0.891867150492217,0.896304656577645
"ENSMUSG00000073725",2068.81587771153,0.518701067823756,0.0701318786692265,229.575846501947,1.70813039024587e-49,6.76499584979411e-49
"ENSMUSG00000048874",1580.96023290336,-0.186613947811259,0.0775984151082697,181.115404334269,5.06507346929649e-39,1.71943385893196e-38
"ENSMUSG00000026064",238.511489035771,0.260126195171597,0.173862990556834,2.63235845741934,0.451844910835532,0.466522699183227
"ENSMUSG00000026134",476.115299133547,-0.486082392226849,0.132128988448948,38.4988983761859,2.21618212894419e-08,3.44375838202854e-08
"ENSMUSG00000004768",97.577320797029,-0.958360730212075,0.262037225191792,31.8162658194132,5.721478649297e-07,8.3556941253815e-07
"ENSMUSG00000042215",87.2724838154219,-0.736527482733424,0.336690132256363,103.576448485805,2.64462706542354e-22,6.325184251394e-22
"ENSMUSG00000042197",563.239537137625,0.11390254787241,0.116992244750604,55.0245801732208,6.78376341486762e-12,1.20483717549833e-11
"ENSMUSG00000042182",27.7768888303122,0.535253198527459,0.493917109296895,12.4017399294054,0.00612634778899662,0.00722072972815103
"ENSMUSG00000026131",94.4441542149871,-0.798627321226501,0.301658725602588,82.7111131056427,8.04249237642668e-18,1.70821119453852e-17
"ENSMUSG00000102336",140.771150519596,-0.441399615721716,0.206459472827281,60.971835286186,3.64413338020341e-13,6.75680816113226e-13
"ENSMUSG00000042111",810.565311410052,0.231948425588561,0.102725844766787,149.270404999761,3.78574254860249e-32,1.12958908592206e-31
"ENSMUSG00000026127",980.386728970948,0.0273566351123847,0.097423310644588,126.662438209462,2.83304868931503e-27,7.61009625403091e-27
"ENSMUSG00000026126",1380.35648771172,-0.251712196235377,0.0841587441039423,142.69468728038,9.91741482126808e-31,2.88224149006127e-30
"ENSMUSG00000101223",29.8756553150711,-0.109613278130139,0.462979818903686,13.4333222088729,0.00378735422588404,0.00451920314156701
"ENSMUSG00000037509",86.0208634384049,-1.62013245646199,0.290592780960576,132.32681528203,1.70453810987083e-28,4.71316642744808e-28
"ENSMUSG00000037503",3578.05567629919,-0.806330932423843,0.0689128027882518,402.020674823755,8.08090849552931e-87,4.84428995162822e-86
"ENSMUSG00000026123",4400.85885918285,0.306419587625602,0.0641017737923165,26.1080704802542,9.05318833095006e-06,1.24380776158516e-05
"ENSMUSG00000045216",2111.04402861111,0.570675668994998,0.0723159416092698,151.758893716865,1.09983124692131e-32,3.32044038215902e-32
"ENSMUSG00000102202",19.4376815273873,0.981013045667713,0.545361527459722,27.5914066386419,4.42477446925804e-06,6.17466577652312e-06
"ENSMUSG00000037470",2766.16078163664,-1.15158670829704,0.070413154789637,382.955110923362,1.08892483623482e-82,6.32202397967951e-82
"ENSMUSG00000047180",6081.66643054684,0.845013912050795,0.0785252755775715,501.001975850962,2.89419164038171e-108,2.0865838752159e-107
"ENSMUSG00000037447",1294.29653689945,-0.138259875975386,0.11232813087914,2561.69420465715,0,0
